1,10.479086637496948
2,10.466622352600098
3,10.42771315574646
4,10.449685096740723
5,10.463328838348389
6,10.370304107666016
7,10.294072389602661
8,10.281794309616089
9,10.245689392089844
10,10.288933277130127
11,10.30092477798462
12,10.293976068496704
13,10.311980485916138
14,10.283397912979126
15,10.341480016708374
16,10.305103302001953
17,10.279818058013916
18,10.325485944747925
19,10.29400110244751
20,10.293364763259888
21,10.30906367301941
22,10.288077592849731
23,10.30294418334961
24,10.293107509613037
25,10.286545515060425
26,10.316432237625122
27,10.276880264282227
28,10.33405351638794
29,10.307042360305786
30,10.291257858276367
31,10.33475947380066
32,10.287086486816406
33,10.286863803863525
34,10.318568229675293
35,10.26942491531372
36,10.328312158584595
37,10.269864559173584
38,10.291797637939453
39,10.333044528961182
40,10.294496774673462
41,10.32698917388916
42,10.294245719909668
43,10.27625584602356
44,10.332708835601807
45,10.293468475341797
46,10.277104139328003
47,10.334361553192139
48,10.279213428497314
49,10.329686403274536
50,10.288910388946533
Average,10.316986584663391
