1,10.434804916381836
2,10.464610576629639
3,10.415238857269287
4,10.418131828308105
5,10.436388492584229
6,10.331654071807861
7,10.259290933609009
8,10.256047010421753
9,10.208033323287964
10,10.257732152938843
11,10.221377849578857
12,10.22821569442749
13,10.25533676147461
14,10.216289520263672
15,10.26041579246521
16,10.22492504119873
17,10.217674016952515
18,10.280211687088013
19,10.210739135742188
20,10.22281813621521
21,10.25850796699524
22,10.227450370788574
23,10.249526739120483
24,10.233540534973145
25,10.225153684616089
26,10.25088906288147
27,10.208963632583618
28,10.252105951309204
29,10.214730739593506
30,10.233775854110718
31,10.252806901931763
32,10.215630292892456
33,10.210819721221924
34,10.24486780166626
35,10.233890056610107
36,10.264433145523071
37,10.222930669784546
38,10.217487096786499
39,10.235268115997314
40,10.204423666000366
41,10.261342287063599
42,10.209781646728516
43,10.207382440567017
44,10.235455989837646
45,10.211358547210693
46,10.212501764297485
47,10.241884708404541
48,10.208813428878784
49,10.235917329788208
50,10.210344076156616
Average,10.25423840045929
