1,8.007091522216797
2,7.589895725250244
3,7.628288507461548
4,7.5959131717681885
5,7.5452611446380615
6,7.55919885635376
7,7.591531753540039
8,7.77841591835022
9,7.649643421173096
10,7.746809005737305
11,7.7133948802948
12,7.717296123504639
13,7.683307886123657
14,7.643387794494629
15,7.828188896179199
16,8.881907224655151
17,7.796881914138794
18,8.320838689804077
19,8.258018732070923
20,8.37382435798645
21,8.247921466827393
22,8.619309663772583
23,8.422683238983154
24,8.01603651046753
25,9.734588861465454
26,8.148875713348389
27,9.210264682769775
28,8.827218770980835
29,8.02262258529663
30,7.976428985595703
31,8.28497862815857
32,9.1838538646698
33,7.881134271621704
34,9.258583784103394
35,8.225927114486694
36,8.553813695907593
37,8.100531101226807
38,8.26882791519165
39,8.944416284561157
40,8.693913459777832
41,8.309583187103271
42,8.42458963394165
43,7.897772550582886
44,8.134509325027466
45,8.727359533309937
46,8.748424291610718
47,7.897127866744995
48,10.25070309638977
49,7.86905312538147
50,9.125321626663208
Average,8.258309407234192
